年月;地區;食品餐飲類未滿20(筆數);食品餐飲類未滿20(金額，新台幣);衣著飾品類未滿20(筆數);衣著飾品類未滿20(金額，新台幣);旅館住宿類未滿20(筆數);旅館住宿類未滿20(金額，新台幣);交通類未滿20(筆數);交通類未滿20(金額，新台幣);文教康樂類未滿20(筆數);文教康樂類未滿20(金額，新台幣);百貨類未滿20(筆數);百貨類未滿20(金額，新台幣);其他類未滿20(筆數);其他類未滿20(金額，新台幣);食品餐飲類20(含)-25(筆數);食品餐飲類20(含)-25(金額，新台幣);衣著飾品類20(含)-25(筆數);衣著飾品類20(含)-25(金額，新台幣);旅館住宿類20(含)-25(筆數);旅館住宿類20(含)-25(金額，新台幣);交通類20(含)-25(筆數);交通類20(含)-25(金額，新台幣);文教康樂類20(含)-25(筆數);文教康樂類20(含)-25(金額，新台幣);百貨類20(含)-25(筆數);百貨類20(含)-25(金額，新台幣);其他類20(含)-25(筆數);其他類20(含)-25(金額，新台幣);食品餐飲類25(含)-30(筆數);食品餐飲類25(含)-30(金額，新台幣);衣著飾品類25(含)-30(筆數);衣著飾品類25(含)-30(金額，新台幣);旅館住宿類25(含)-30(筆數);旅館住宿類25(含)-30(金額，新台幣);交通類25(含)-30(筆數);交通類25(含)-30(金額，新台幣);文教康樂類25(含)-30(筆數);文教康樂類25(含)-30(金額，新台幣);百貨類25(含)-30(筆數);百貨類25(含)-30(金額，新台幣);其他類25(含)-30(筆數);其他類25(含)-30(金額，新台幣);食品餐飲類30(含)-35(筆數);食品餐飲類30(含)-35(金額，新台幣);衣著飾品類30(含)-35(筆數);衣著飾品類30(含)-35(金額，新台幣);旅館住宿類30(含)-35(筆數);旅館住宿類30(含)-35(金額，新台幣);交通類30(含)-35(筆數);交通類30(含)-35(金額，新台幣);文教康樂類30(含)-35(筆數);文教康樂類30(含)-35(金額，新台幣);百貨類30(含)-35(筆數);百貨類30(含)-35(金額，新台幣);其他類30(含)-35(筆數);其他類30(含)-35(金額，新台幣);食品餐飲類35(含)-40(筆數);食品餐飲類35(含)-40(金額，新台幣);衣著飾品類35(含)-40(筆數);衣著飾品類35(含)-40(金額，新台幣);旅館住宿類35(含)-40(筆數);旅館住宿類35(含)-40(金額，新台幣);交通類35(含)-40(筆數);交通類35(含)-40(金額，新台幣);文教康樂類35(含)-40(筆數);文教康樂類35(含)-40(金額，新台幣);百貨類35(含)-40(筆數);百貨類35(含)-40(金額，新台幣);其他類35(含)-40(筆數);其他類35(含)-40(金額，新台幣);食品餐飲類40(含)-45(筆數);食品餐飲類40(含)-45(金額，新台幣);衣著飾品類40(含)-45(筆數);衣著飾品類40(含)-45(金額，新台幣);旅館住宿類40(含)-45(筆數);旅館住宿類40(含)-45(金額，新台幣);交通類40(含)-45(筆數);交通類40(含)-45(金額，新台幣);文教康樂類40(含)-45(筆數);文教康樂類40(含)-45(金額，新台幣);百貨類40(含)-45(筆數);百貨類40(含)-45(金額，新台幣);其他類40(含)-45(筆數);其他類40(含)-45(金額，新台幣);食品餐飲類45(含)-50(筆數);食品餐飲類45(含)-50(金額，新台幣);衣著飾品類45(含)-50(筆數);衣著飾品類45(含)-50(金額，新台幣);旅館住宿類45(含)-50(筆數);旅館住宿類45(含)-50(金額，新台幣);交通類45(含)-50(筆數);交通類45(含)-50(金額，新台幣);文教康樂類45(含)-50(筆數);文教康樂類45(含)-50(金額，新台幣);百貨類45(含)-50(筆數);百貨類45(含)-50(金額，新台幣);其他類45(含)-50(筆數);其他類45(含)-50(金額，新台幣);食品餐飲類50(含)-55(筆數);食品餐飲類50(含)-55(金額，新台幣);衣著飾品類50(含)-55(筆數);衣著飾品類50(含)-55(金額，新台幣);旅館住宿類50(含)-55(筆數);旅館住宿類50(含)-55(金額，新台幣);交通類50(含)-55(筆數);交通類50(含)-55(金額，新台幣);文教康樂類50(含)-55(筆數);文教康樂類50(含)-55(金額，新台幣);百貨類50(含)-55(筆數);百貨類50(含)-55(金額，新台幣);其他類50(含)-55(筆數);其他類50(含)-55(金額，新台幣);食品餐飲類55(含)-60(筆數);食品餐飲類55(含)-60(金額，新台幣);衣著飾品類55(含)-60(筆數);衣著飾品類55(含)-60(金額，新台幣);旅館住宿類55(含)-60(筆數);旅館住宿類55(含)-60(金額，新台幣);交通類55(含)-60(筆數);交通類55(含)-60(金額，新台幣);文教康樂類55(含)-60(筆數);文教康樂類55(含)-60(金額，新台幣);百貨類55(含)-60(筆數);百貨類55(含)-60(金額，新台幣);其他類55(含)-60(筆數);其他類55(含)-60(金額，新台幣);食品餐飲類60(含)-65(筆數);食品餐飲類60(含)-65(金額，新台幣);衣著飾品類60(含)-65(筆數);衣著飾品類60(含)-65(金額，新台幣);旅館住宿類60(含)-65(筆數);旅館住宿類60(含)-65(金額，新台幣);交通類60(含)-65(筆數);交通類60(含)-65(金額，新台幣);文教康樂類60(含)-65(筆數);文教康樂類60(含)-65(金額，新台幣);百貨類60(含)-65(筆數);百貨類60(含)-65(金額，新台幣);其他類60(含)-65(筆數);其他類60(含)-65(金額，新台幣);食品餐飲類65(含)-70(筆數);食品餐飲類65(含)-70(金額，新台幣);衣著飾品類65(含)-70(筆數);衣著飾品類65(含)-70(金額，新台幣);旅館住宿類65(含)-70(筆數);旅館住宿類65(含)-70(金額，新台幣);交通類65(含)-70(筆數);交通類65(含)-70(金額，新台幣);文教康樂類65(含)-70(筆數);文教康樂類65(含)-70(金額，新台幣);百貨類65(含)-70(筆數);百貨類65(含)-70(金額，新台幣);其他類65(含)-70(筆數);其他類65(含)-70(金額，新台幣);食品餐飲類70(含)-75(筆數);食品餐飲類70(含)-75(金額，新台幣);衣著飾品類70(含)-75(筆數);衣著飾品類70(含)-75(金額，新台幣);旅館住宿類70(含)-75(筆數);旅館住宿類70(含)-75(金額，新台幣);交通類70(含)-75(筆數);交通類70(含)-75(金額，新台幣);文教康樂類70(含)-75(筆數);文教康樂類70(含)-75(金額，新台幣);百貨類70(含)-75(筆數);百貨類70(含)-75(金額，新台幣);其他類70(含)-75(筆數);其他類70(含)-75(金額，新台幣);食品餐飲類75(含)-80(筆數);食品餐飲類75(含)-80(金額，新台幣);衣著飾品類75(含)-80(筆數);衣著飾品類75(含)-80(金額，新台幣);旅館住宿類75(含)-80(筆數);旅館住宿類75(含)-80(金額，新台幣);交通類75(含)-80(筆數);交通類75(含)-80(金額，新台幣);文教康樂類75(含)-80(筆數);文教康樂類75(含)-80(金額，新台幣);百貨類75(含)-80(筆數);百貨類75(含)-80(金額，新台幣);其他類75(含)-80(筆數);其他類75(含)-80(金額，新台幣);食品餐飲類80(含)以上(筆數);食品餐飲類80(含)以上(金額，新台幣);衣著飾品類80(含)以上(筆數);衣著飾品類80(含)以上(金額，新台幣);旅館住宿類80(含)以上(筆數);旅館住宿類80(含)以上(金額，新台幣);交通類80(含)以上(筆數);交通類80(含)以上(金額，新台幣);文教康樂類80(含)以上(筆數);文教康樂類80(含)以上(金額，新台幣);百貨類80(含)以上(筆數);百貨類80(含)以上(金額，新台幣);其他類80(含)以上(筆數);其他類80(含)以上(金額，新台幣)
105年08月;新竹縣;176;216828;15;22569;38;145623;475;476324;126;351336;45;33934;75;180801;3125;3659595;364;727194;560;1378949;6717;4107583;1695;3669103;1125;836542;1830;5598857;13100;17510231;1469;3392853;2133;7101847;26950;18296205;5466;14480488;2937;2421738;6394;20659273;27936;34540926;4534;9077203;4884;20548073;46133;35882706;8472;22228828;4446;4034220;12348;48104835;42099;48844949;5847;11963525;7458;31155139;55547;46557782;13160;38870367;5412;5491260;15858;64508630;40248;47520993;3948;9877001;7687;33548757;49570;45285792;13338;42294945;4134;4609804;12672;57407034;29364;36181362;2719;7865897;6256;27652295;37957;33960998;10720;36503810;2588;2964113;9719;51936561;17420;23895773;1680;5615488;4148;18204220;26839;24465663;7195;27866646;1112;1677489;5960;35247821;8892;12810521;791;2739182;2344;11452592;15340;13421652;4574;16951058;445;920429;2874;16621902;4968;6708918;406;1372243;1283;6720273;9051;7934375;2708;9885210;230;464392;1595;10208652;2274;2811906;137;376614;582;2074394;4493;3196214;1192;4879530;71;94323;654;3609867;678;961222;40;143325;180;1526071;1348;803868;308;1302437;13;17024;159;890976;331;347629;8;37992;79;231210;450;316932;150;643531;3;1862;89;410897;273;369103;34;140094;72;299601;356;300945;175;846344;17;19215;170;665463
105年09月;新竹縣;146;182390;13;16686;47;235268;438;403071;64;156415;38;33322;70;118282;2686;3090655;319;755078;575;1758620;6170;3773665;1123;2602380;938;684879;1543;6142543;11804;14679510;1466;3497314;2353;9283450;24574;17431778;3772;10797440;2496;2001344;5565;23279977;26549;31392395;4377;9641374;5057;22045282;41221;32210668;6595;21281554;3687;3399158;10197;44382551;40173;44107027;5538;12640819;7426;32357903;48523;41261899;10163;32990842;4455;4852871;12419;55253294;39143;44551364;3384;9038546;7802;31287003;43458;40246581;10338;34689323;3480;4240601;10195;51837969;27957;34053410;2276;6892461;6244;23712310;33412;30409138;8824;35434465;2148;2534576;7448;46914286;15555;20438301;1440;5252344;4403;16766342;24014;22327145;6473;24904311;1001;1372826;4869;34341550;8233;11297115;733;2743692;2395;10072653;14197;13404001;4225;17241864;380;433131;2607;18393953;4416;6256494;394;1640825;1191;6062657;8004;7061483;2655;10678905;180;219969;1458;11001543;2064;2572026;114;499450;549;2093770;3917;2865514;1153;5646697;66;111294;531;3484921;629;964931;24;76821;172;752556;1194;752239;295;1249552;14;9513;180;910906;279;323220;4;7561;73;351951;391;263679;194;572599;7;3917;82;579268;259;326956;26;68545;55;819865;312;253892;155;1789990;29;20842;131;987586
105年04月;苗栗縣;104;75907;46;61342;22;170033;222;141132;54;180216;47;39294;30;106701;2498;2557932;846;1615104;513;2003224;3803;2547013;1180;3486327;1007;1296073;931;3673023;9006;9277178;2315;4949076;1844;8293730;14223;10865139;3320;9926339;2886;3159281;2915;12626561;17929;19388760;4095;8879774;3160;16991632;23216;18357566;4946;15075318;4516;5240666;5020;21613224;24129;27540630;4933;10985527;4152;19853991;27298;23764159;6536;19842057;5279;6589199;5936;27151760;21785;25571620;4276;10438701;3766;18890007;23758;21671431;5970;22129459;3930;5464158;5154;24849846;18868;22208323;3482;9130745;3132;17668739;21171;19319906;5187;22731648;2491;4210287;4529;23303112;13621;16306985;2392;7191172;2419;13486252;15989;14518180;4139;23016665;1365;2763470;3122;19754901;8606;10758208;1317;4343491;1564;10676232;10531;10353586;2704;17273437;638;1301080;1917;11079884;5588;7266762;669;2334759;806;6221218;6165;5611885;1665;10269762;381;704184;1133;6974913;2527;3260595;196;675877;340;2060631;2456;2026552;812;5482735;130;262856;421;2199247;840;1113926;55;186211;100;690078;619;497956;231;1621335;38;123165;140;1152078;376;451105;19;106790;47;386012;222;204808;123;731466;13;9596;55;284695;90;98831;4;11795;32;73107;59;70218;40;813436;8;18535;25;98990
105年05月;苗栗縣;129;91988;40;79116;21;29960;206;191558;49;376090;47;45028;39;203275;2568;2614412;885;1832569;537;2291782;4147;2661717;1292;3196333;1158;1200716;1120;4123055;9918;10601129;2614;5494033;1847;8599299;14884;11422888;3689;10876977;3175;3693150;3477;14042800;18648;20337572;4235;8925882;3133;14211325;24339;19863050;5143;16533671;4791;5799449;5829;24246881;24962;27889142;5215;11761828;4130;19675856;28358;26014720;7013;23767347;5622;7080500;6949;27988570;21889;25618733;4520;10298685;3749;20353745;24184;22575265;6481;23375710;3980;5777584;5556;25496396;19146;22823297;3916;10316379;3268;18233630;21813;20549093;5755;23852397;2666;4061662;5018;25755588;14078;16978297;2541;7122510;2373;16203130;16446;16227492;4776;22008475;1424;2615800;3537;21021205;9107;11988126;1404;4372961;1543;9096818;10548;10273691;3238;16113035;697;1282637;2232;13484907;6049;7681985;713;2166684;876;6934417;6429;6115153;1969;11850375;401;835188;1306;9452972;2707;3576877;281;876402;396;2445213;2601;2294126;1004;7822205;133;248139;503;2959664;923;1323613;50;88916;113;646203;650;549300;287;1906488;29;48998;130;643972;415;474727;18;66443;36;191334;255;259747;171;676248;10;5293;65;413786;106;172686;2;4470;21;39886;59;45262;48;137004;8;31160;29;158519
105年06月;苗栗縣;58;43205;14;17675;23;90912;142;112142;45;291683;32;22284;34;75066;1660;1645751;554;1129451;329;1362764;2500;1665749;1043;2600357;754;735930;857;2591107;7191;7351465;1912;3615217;1258;5542494;9765;7378100;2579;6935581;2455;2552200;2841;10589273;15097;15633635;3251;6532210;2465;12311139;16939;14442694;3680;10625705;4063;4489740;4723;16813325;21432;22760386;4288;9047897;3136;16188938;20453;19478629;5343;17147735;5183;5894062;5791;23215619;19599;21737295;3706;8772637;2944;15025050;18345;17705008;4949;20751003;3860;4740215;5069;22274847;17378;19666259;3165;7733301;2840;15906852;17002;16666919;4545;22668298;2454;3610222;4601;22963530;12554;14676607;2153;5913092;1994;12807660;13058;13070854;3670;17892135;1231;2482510;3207;18372203;8105;10019304;1117;3309903;1286;7658951;8505;8526784;2450;12456625;606;1037633;1910;11393780;5347;6487622;518;1575157;702;5036764;5018;4922256;1513;7529970;330;609530;1083;7106094;2570;3081072;192;551896;308;1881209;1942;1834677;713;3680607;123;143946;445;2473387;832;1098587;34;71231;94;742663;490;445363;211;732982;23;30053;148;741473;323;417544;18;95524;26;266644;187;122266;130;470826;8;13928;53;314911;83;120506;1;680;19;41304;39;62113;37;311501;2;1329;26;102646
105年07月;苗栗縣;168;159529;27;45479;27;217726;239;151107;79;248329;64;50539;50;234355;2871;2939859;828;1507353;527;2506480;4312;2716055;1242;2780654;1326;1347057;1326;3767221;10723;11173657;2384;4442429;1726;7600697;15228;10992798;3001;8869199;3662;4184458;3974;14440051;21187;22553616;3907;7451326;3127;17689651;24864;20152536;4564;13328559;5749;6253665;6824;23964244;29098;32272023;4995;10102630;4103;21915304;29351;26288846;7173;22677589;7333;8308114;8086;32358637;27048;30926619;4640;10405051;4180;20849092;25551;23472230;7145;27634527;5931;7654972;6820;29784177;23243;27225931;3849;9045098;3783;22626457;22757;23456625;6474;30453757;3862;5540870;5751;28760298;16504;20395246;2475;6829488;2584;14422716;16982;16869979;4671;24600075;1771;2861981;3883;21500510;10411;13402303;1407;3953306;1561;10613803;11100;11201829;3126;17275750;819;1366123;2441;13437382;6863;8575681;703;2050446;848;6047881;6731;6307276;1809;8975879;491;1117487;1349;7985613;3363;4212066;240;627490;350;2082024;2759;2516325;773;3189971;141;249984;538;2915882;1043;1408901;66;124005;118;622928;673;842892;263;1877135;50;133764;144;858641;442;564051;15;67701;49;668691;224;177768;116;373718;10;11484;72;496024;261;442384;29;121910;48;675219;208;308664;102;582241;25;38935;71;372972
105年08月;苗栗縣;161;175234;56;84664;39;262489;282;184908;76;263532;79;72677;70;184320;2705;2906937;775;1537773;479;1688908;4107;2478318;1194;3141925;1184;1179259;1239;3679027;9551;11136908;2158;4292279;1667;6270459;14031;9981340;2867;8113875;3350;3872042;3867;14747765;18365;21249697;3639;7223024;2734;12421677;23861;18902422;4356;12147331;5451;6119950;6426;23902543;24811;29173064;4642;9283502;3978;18145576;27921;24358237;7116;20410204;6769;8155070;7502;29107674;23402;28825339;4506;9879543;4022;20539636;24891;22307074;6895;23728856;5466;7680160;6503;28031877;20807;26537366;4026;9793244;3703;22721331;22678;20826686;5806;23649303;3518;5677636;5701;28681371;14754;19537656;2537;6729976;2525;14094670;17228;16115366;4308;20430141;1791;3493556;4031;23667614;9342;13088085;1469;4113406;1483;8977892;11454;10844558;2787;14928261;870;1906487;2422;14086856;6030;8238136;689;2191997;848;6208309;6847;6165035;1627;9318011;432;884324;1374;7045658;2741;3621294;254;617580;307;1461170;2863;2498339;745;4571566;186;320352;524;3356489;931;1220508;66;171402;109;613147;779;639396;215;966060;44;38165;178;1027838;351;499626;21;86883;45;285506;248;198325;110;381081;16;27204;62;360595;260;415615;29;135863;53;463092;204;158501;89;431633;24;64648;74;522931
105年09月;苗栗縣;179;139871;42;67190;40;228129;234;153629;43;97802;78;72241;46;91636;2732;2870398;638;1209931;459;1857269;3711;2284890;930;2248188;1143;1366272;1210;4692735;9402;10919693;1974;4095594;1590;6340348;13195;9803879;2573;8531898;3156;3876029;3764;16646026;18362;20401124;3001;6146871;2619;11284611;20689;16393725;3827;12587292;4773;5817019;6065;23966751;24617;27952486;3580;7583123;3450;16200192;24263;20979506;5629;17383417;5939;7860152;7212;29337944;22660;26261991;3241;7188460;3195;15488454;21397;20150575;5215;17488245;4506;6766800;6027;27175002;19672;23653735;2757;6996924;3120;15333542;20007;19407604;4746;18344285;2933;5074787;5259;25177684;14463;17751152;1999;6165663;2215;12023196;15522;14991034;3782;16671501;1543;2982814;3785;19531743;9209;12125404;1133;3651950;1422;6914946;10180;9566159;2653;15196262;747;1835668;2345;12071910;5947;7943402;583;1755737;776;5279284;6092;6016031;1701;9343465;412;796530;1314;8700763;2856;3433171;189;603192;333;1873653;2418;2028082;737;4883216;147;317315;528;3090472;860;1244423;47;135765;85;335291;646;491313;286;2570162;42;68082;157;1069637;398;628974;18;70207;36;183010;199;151900;111;743215;4;32887;56;325678;193;333837;20;95087;41;2134899;210;242454;79;300660;26;45657;92;474502
105年04月;彰化縣;218;185955;111;246755;38;185221;389;220999;121;727229;77;43451;87;288679;3893;3824023;2010;3936003;936;2650927;7362;4632691;1542;6108175;1396;1456382;2117;8074730;11848;14025574;6263;14221530;3348;12775038;26180;20043831;4316;21301424;3713;3696592;7411;32147806;24587;27989362;10767;25471943;5800;23875315;45362;37001779;6327;35744181;5887;6797249;13089;58070668;36064;37924984;13257;31352309;7164;28166143;55369;47652104;7960;42832086;7642;8850157;15669;76350265;36294;36924838;11236;28293160;6916;28600090;50905;45881853;7509;43428242;6339;7645402;13559;71472635;33148;35048477;8612;24010592;6242;25040273;46127;42543516;6799;44228070;4721;5819965;11675;68935615;25859;28371745;5558;17336293;4734;19284455;36320;36333172;5231;42595972;3386;4054645;8877;52518538;16065;17288494;3218;11265488;2817;13042576;23564;23144651;3431;31306212;1831;2584729;5530;39419367;10222;10081050;1407;4651818;1664;7085805;13562;11762847;2053;25110297;1045;1188587;3450;21704052;4669;4419878;504;1434041;678;2744713;5359;4626383;908;9795982;388;367440;1535;10108227;1406;1238984;105;308373;166;791022;1411;1138466;284;3910725;150;83134;440;3233825;763;724270;35;95213;90;648785;590;553860;203;2573049;58;33626;242;1166875;241;400247;8;20333;48;139768;144;83506;79;990296;25;11898;102;537218
105年05月;彰化縣;257;248858;114;236440;55;156188;437;244365;139;721632;93;51981;123;401140;4286;4403444;2380;4815523;983;3585301;7946;5151358;1659;7023590;1509;1347171;2526;9120656;13255;16194767;6590;14760556;3325;11973575;27239;21078757;4282;22234378;4200;4353148;8341;33271097;26575;31409093;11022;25920561;5825;24659774;46652;39433332;6352;35440673;6738;7232038;14518;61182947;38861;43051469;13578;31812087;6870;28371178;56816;52540916;8203;47044129;8717;9061088;17347;78144108;38570;41295562;11654;29441224;6618;26903793;51971;49805162;7684;50936884;7146;7851005;14960;76841694;35242;38555462;9231;25951326;5859;23529777;47175;47642289;7091;53964491;5403;6792009;13036;71820206;27448;30719186;6152;18405038;4452;19167806;37674;38366149;5581;46477692;3645;3787608;9551;55052569;17063;18559498;3561;12244309;2610;11983305;23954;23162308;3575;32809536;1948;2152012;5959;39055292;10882;10767821;1696;5766055;1556;5902024;13661;13156992;2190;23673247;1117;1281798;3612;24282477;4949;4597170;626;2044942;679;2973911;5451;4635250;948;11696497;432;425665;1771;11660232;1482;1303893;118;316784;174;753803;1499;1446942;294;4165387;184;256605;494;2821531;840;775596;64;169132;89;587794;626;541347;202;2456150;57;48361;274;2024958;268;454801;11;23103;45;183541;152;225232;69;334115;32;17373;112;570179
105年06月;彰化縣;144;117945;42;92311;19;76756;219;187708;59;381797;50;28192;45;212227;2567;2540651;1337;2593845;609;2002783;4678;3222737;807;4006753;1029;903833;1893;5983187;9709;10906696;4622;9861387;2373;8479866;18596;15718502;2587;14634902;3204;2868846;6909;23343594;20559;22581396;8244;18417499;4354;17403934;34338;30402198;4280;24692876;5408;4980612;12096;45173042;32641;33721514;10578;23788412;5805;22947487;44213;41830350;5858;39752493;7122;7545155;15425;61354779;32767;32274363;9022;22456128;5598;22388285;41422;41594729;5852;46122003;5955;6237173;13666;64308780;30088;31276185;7366;19103948;5121;20432179;37872;40192875;5186;43986791;4384;4387694;11735;57082476;23638;24454762;4767;14275413;3748;16100167;30591;31715757;3864;33018913;2779;2966040;8498;46340809;14590;15598607;2556;7905386;2245;11280097;19183;19636076;2436;23867754;1512;1607285;5200;32286502;9349;9126297;1232;3669470;1304;6279686;10890;10609641;1512;17589600;860;743397;3167;19179699;4311;3839440;433;1189349;507;2207055;4427;4289595;587;8474739;379;348636;1477;9048434;1398;1111575;92;200355;140;732446;1187;1086594;165;2215294;137;69414;381;2363457;717;568606;45;119515;59;173399;470;396627;121;981089;43;15620;180;1662731;207;263852;18;24661;27;92028;120;73924;43;159864;18;11476;84;527391
105年07月;彰化縣;271;253213;92;175889;74;277388;406;233285;107;1021993;130;86419;120;275535;4607;4560144;2122;3787448;1094;3382386;8122;5710911;1514;6491586;1721;1420018;2966;8252135;14771;16856973;6215;13499604;3798;13757930;27881;22773967;3845;18847654;4491;4055973;9712;33948804;29704;33132750;10220;22764803;6397;26766112;48078;42402600;5795;28839464;7334;6371962;16597;65764949;44689;47696926;13095;28722651;8088;32092814;59047;54969990;7610;44054094;9723;8926036;20055;81713186;45044;48756043;12477;29592490;7875;33944378;54454;54064976;7575;55377009;8232;7801752;17546;82015923;41959;46727985;10166;27045223;7459;32830966;49034;52221489;6937;57168556;6010;5874872;14877;79222538;32638;35494168;6546;19869678;5368;22961266;38818;40899370;5067;42440310;4018;3736527;11102;61871433;20353;22051194;3548;11231273;3157;14361828;24828;25488296;3250;28166881;2158;1971712;6640;41699470;12737;13420592;1578;4969525;1752;6577317;13904;14686615;1791;16118224;1190;1073161;3979;26068931;5849;5622075;524;1377982;738;3104215;5868;5747385;789;8116377;530;360696;1722;9837177;1879;1653096;89;185243;176;525000;1490;1369481;196;1885758;173;102857;471;2792155;948;926729;42;110513;98;512576;577;507679;135;1245054;67;200254;272;1667503;665;1056673;120;405267;120;501505;487;634263;137;1747685;75;52549;284;1780686
105年08月;彰化縣;304;315198;114;248971;81;249049;436;496135;141;781692;95;76845;181;519166;4588;5247129;1921;3965781;1090;3559637;8052;5648847;1454;7314728;1663;1323880;3105;9038463;14553;19413232;5607;12339429;3202;10720306;27857;20664012;3844;19260604;4093;3662065;9797;35290815;29208;38667861;9349;20995816;5604;20779228;47774;38927965;5832;30981273;6735;6112409;16654;62247471;41652;52053411;11900;25674383;7209;26815777;59730;52908253;7477;41272283;8678;8707428;20155;82127637;42581;53529255;11953;27842648;7396;29096643;56008;51794370;7602;54527945;7759;7872216;18095;81305498;40455;51979477;10045;26428995;7089;27885359;52290;50690706;7651;71482775;5876;6422259;15669;77613591;32514;41377091;6615;18791866;5314;21668393;41339;40851485;5629;60497170;3883;3934878;11751;63565231;20427;27159286;3508;10801078;2856;13015831;26690;25236551;3506;36660574;2262;2340981;7058;42806700;13000;15278448;1599;5276218;1674;6233809;15405;14618679;1998;20267687;1256;1357221;4131;26102933;6109;6794724;576;1721916;684;2206474;6557;5425090;856;10374620;604;450768;1965;11127894;1812;1843062;123;257122;171;569503;1754;1448215;240;3611710;170;108796;566;3515432;967;1142690;37;113510;90;359935;716;597674;172;2620466;55;32750;261;1651282;721;1067014;120;448512;86;318912;507;426806;142;1617076;74;63587;267;1658324
105年09月;彰化縣;274;285648;139;318946;69;151934;406;239726;111;727283;124;90909;166;357587;4317;4624040;1878;3638789;979;3010402;7495;5051774;1198;5450682;1452;1286835;3013;10225134;13489;16994113;5466;12345195;3091;10539395;25950;20419104;3281;17376658;3551;3219159;9908;39737636;25940;30232621;8477;20611633;5283;18556050;42855;36800336;4926;28882369;5439;5731176;16153;67199643;37824;41520376;10082;22870428;6712;24097418;53254;48585362;6492;34956171;7243;8093874;19226;77613114;38733;41731700;8828;21495001;6886;28884404;49371;46451470;6431;38983652;6244;7301305;16710;77251552;35245;39699903;7471;20809563;6539;25590093;46287;46786317;6216;48417936;4825;6191158;14270;73298159;28285;31970551;5108;15289222;4813;19443921;37204;37357546;4937;49095481;3231;3940378;10417;57225119;17148;20714452;2761;9094463;2789;10795425;23555;23757697;3330;34863562;1764;2180348;6486;38603951;10921;11973371;1340;4452823;1445;5714085;14061;13624460;1943;24288885;1034;1233138;3849;24623143;5035;5195020;429;1359996;642;2260106;5870;5053367;912;13038794;441;348064;1653;10453263;1618;1532288;98;290060;153;461467;1455;1283791;218;3467981;150;165469;542;3361031;824;844134;30;64049;57;535369;593;533144;151;2513914;57;89387;259;1378408;552;781281;87;295960;89;284325;459;462601;133;1376815;68;68023;222;1338349
105年04月;南投縣;130;82868;31;61448;66;749521;154;188972;49;207593;24;9107;31;200007;1856;1776075;711;1275315;532;2854997;3266;2059066;715;2010611;624;413050;765;3498146;5315;5947724;1729;3414382;1906;11582451;9966;6756097;1563;5167641;1399;1207342;2251;9948357;9737;11098321;2897;6177651;3420;19893741;17011;12752290;2391;9088802;2124;1686720;3782;17642630;13640;16245583;3891;8267246;4973;33675849;21662;17481393;3710;14215800;2435;2105144;4607;22380015;13797;17173849;3690;8935991;5279;40039936;20381;16592262;4051;17585403;2056;1715946;4340;21385880;13488;17152019;3124;8125654;5256;43741380;20233;17236529;4316;17984529;1665;1631608;4661;25597497;10948;14997197;2351;6685351;4302;38725829;16495;14659402;3300;16424813;816;800372;3640;20754057;7549;10468142;1390;3989182;3153;25843892;11587;9727675;2400;12725261;443;612383;2410;15342759;5181;7372251;793;2470354;2018;15924313;6537;5700634;1561;7911360;196;175045;1451;8124242;2130;2487538;213;653468;898;8080481;2532;2014589;775;3835303;63;48845;548;2655230;626;849788;51;136125;229;1738942;565;433083;169;1165666;15;13757;192;997595;345;409009;18;33608;129;1367353;259;178006;144;402256;4;5163;81;429907;140;137616;6;12270;35;511759;76;44229;35;77338;3;4292;32;93984
105年05月;南投縣;112;91709;27;32910;73;920001;185;126510;49;212771;20;12118;51;559152;1864;1819005;711;1295010;512;2802328;3350;2235779;537;1643465;636;449888;863;3384460;5388;5898274;1845;3687596;1965;12656112;10613;7566139;1572;5698423;1501;1222911;2571;10803248;9948;11677852;2951;6200655;3349;20919302;17439;14261698;2554;9608381;2235;1838069;4033;17648501;13852;15861619;3740;7777005;4690;30909282;21812;18170581;3596;14961018;2612;2395857;4862;22171068;13660;16706573;3543;7848731;4818;37967842;20920;18214748;4136;20595948;2142;1970584;4641;20844003;13236;16735352;3295;8405049;5001;41862531;20869;18314710;4421;23324118;1759;1532233;4763;24007480;11168;15248043;2378;6688530;4302;38112271;17528;15394121;3687;17839224;866;910423;3840;20221921;7676;11132806;1386;4146697;3343;32069271;12434;11245139;2546;12317667;483;510974;2503;14066182;5323;7473270;758;2161112;2132;18666035;7020;6043034;1617;9327788;236;214944;1537;7842699;2179;2590848;231;728917;912;7306235;2708;2320718;785;3803524;89;127138;573;2838295;601;642075;70;189724;238;3086470;564;484237;178;1496770;22;25011;159;801090;342;438938;15;48725;89;577381;277;215701;115;285071;2;8999;84;364792;157;154265;3;9090;38;393858;82;55354;42;68750;5;5000;27;126297
